,lor,lor1,lor2,lor3,lor4,street_id,street,sub_district,zip_code
15947,06200317,06,20,03,17,1395,Friedrichrodaer Straße,Lankw,12249
15949,07601236,07,60,12,36,1395,Friedrichrodaer Straße,Marfe,12249
15950,07300515,07,30,05,15,6977,Friedrich-Wilhelm-Platz,Fried,12161
15952,07300516,07,30,05,16,6977,Friedrich-Wilhelm-Platz,Fried,12161
15954,07300517,07,30,05,17,6977,Friedrich-Wilhelm-Platz,Fried,12161
15956,07400927,07,40,09,27,1404,Friedrich-Wilhelm-Straße,Temph,12099
15958,07400825,07,40,08,25,1404,Friedrich-Wilhelm-Straße,Temph,12103
15960,07400823,07,40,08,23,1404,Friedrich-Wilhelm-Straße,Temph,12103
15966,07601341,07,60,13,41,1406,Friesdorfer Pfad,Marfe,12277
15968,02200211,02,20,02,11,1407,Friesenstraße,Kreuz,10965
15970,07400721,07,40,07,21,1407,Friesenstraße,Temph,10965
15972,07200308,07,20,03,08,1412,Fritz-Elsas-Straße,Schön,10825
15974,07200308,07,20,03,08,1415,Fritz-Reuter-Straße,Schön,10827
15976,07501133,07,50,11,33,1417,Fritz-Werner-Straße,Mardf,12107
15978,07501133,07,50,11,33,1417,Fritz-Werner-Straße,Mardf,12277
15981,07300516,07,30,05,16,1421,Fröaufstraße,Fried,12161
15983,07100103,07,10,01,03,1419,Frobenstraße,Schön,10783
15985,07601341,07,60,13,41,9365,Fuchsmühler Weg,Marfe,12279
15987,07100102,07,10,01,02,1443,Fuggerstraße,Schön,10777
15989,07100101,07,10,01,01,1443,Fuggerstraße,Schön,10777
15991,07400927,07,40,09,27,1444,Fuhrmannstraße,Temph,12099
15992,07501134,07,50,11,34,1447,Furkastraße,Mardf,12107
15994,07601548,07,60,15,48,1441,Fürther Straße,Lirad,12309
15996,07601548,07,60,15,48,1442,Füssener Straße,Lirad,12309
15998,07501032,07,50,10,32,1461,Gajusstraße,Mardf,12109
16000,07501032,07,50,10,32,1465,Gallipoliweg,Mardf,12109
16002,07601547,07,60,15,47,1466,Galluner Straße,Lirad,12307
16004,07400823,07,40,08,23,1458,Gäßnerweg,Temph,12103
16006,07601546,07,60,15,46,1459,Gätzschmannpfad,Lirad,12307
16008,07601237,07,60,12,37,1487,Gebertstraße,Marfe,12277
16010,07601442,07,60,14,42,1494,Geibelstraße,Lirad,12305
16012,07100101,07,10,01,01,1496,Geisbergstraße,Schön,10777
16014,04501045,04,50,10,45,1496,Geisbergstraße,Wilmd,10777
16018,07400826,07,40,08,26,1498,Geiserichstraße,Temph,12105
16020,07200413,07,20,04,13,1508,General-Pape-Straße,Schön,12101
16021,07400720,07,40,07,20,1508,General-Pape-Straße,Temph,12101
16022,07400822,07,40,08,22,1510,Geneststraße,Schön,10829
16024,07400826,07,40,08,26,1524,Gerdsmeyerweg,Temph,12105
16026,07400928,07,40,09,28,1531,Germaniagarten,Temph,12099
16028,07400927,07,40,09,27,1533,Germaniastraße,Temph,12099
16030,07400826,07,40,08,26,1539,Gersdorfstraße,Temph,12105
16032,07501029,07,50,10,29,1539,Gersdorfstraße,Mardf,12105
16034,07601544,07,60,15,44,1541,Gerstnerweg,Lirad,12305
16036,07601443,07,60,14,43,1546,Gessepfad,Lirad,12305
16038,07200414,07,20,04,14,1547,Geßlerstraße,Schön,10829
16039,07501134,07,50,11,34,1563,Glärnischweg,Mardf,12107
16041,07601442,07,60,14,42,1565,Glaserweg,Lirad,12305
16043,07100103,07,10,01,03,1571,Gleditschstraße,Schön,10781
16044,07100204,07,10,02,04,1571,Gleditschstraße,Schön,10781
16046,07200409,07,20,04,09,1571,Gleditschstraße,Schön,10823
16048,07100206,07,10,02,06,1592,Goebenstraße,Schön,10783
16050,07100205,07,10,02,05,1592,Goebenstraße,Schön,10783
16052,07601442,07,60,14,42,1608,Goethestraße,Lirad,12305
16054,07501032,07,50,10,32,1614,Goldenes Horn,Mardf,12107
16056,07601546,07,60,15,46,1621,Goldschmidtweg,Lirad,12307
16058,07501135,07,50,11,35,1594,Göllweg,Mardf,12107
16060,07100204,07,10,02,04,1627,Goltzstraße,Schön,10781
16061,07601544,07,60,15,44,1628,Goltzstraße,Lirad,12307
16064,07601547,07,60,15,47,1628,Goltzstraße,Lirad,12307
16066,07100102,07,10,01,02,1627,Goltzstraße,Schön,10781
16070,07400720,07,40,07,20,1629,Gontermannstraße,Temph,12101
16072,07300515,07,30,05,15,1599,Görresstraße,Fried,12161
16074,07300516,07,30,05,16,1634,Goßlerstraße,Fried,12161
16076,07100102,07,10,01,02,1635,Gossowstraße,Schön,10777
16078,07200413,07,20,04,13,1636,Gotenstraße,Schön,10829
16080,07200412,07,20,04,12,1636,Gotenstraße,Schön,10829
16084,07200409,07,20,04,09,1640,Gothaer Straße,Schön,10823
16086,07400928,07,40,09,28,1642,Gottlieb-Dunkel-Straße,Temph,12099
16087,07400927,07,40,09,27,1642,Gottlieb-Dunkel-Straße,Temph,12099
16089,07501032,07,50,10,32,1642,Gottlieb-Dunkel-Straße,Mardf,12099
16093,07400927,07,40,09,27,1611,Götzstraße,Temph,12099
16095,08200624,08,20,06,24,1650,Gradestraße,Britz,12347
16097,08200725,08,20,07,25,1650,Gradestraße,Britz,12347
16098,07501032,07,50,10,32,1650,Gradestraße,Mardf,12099
16100,07300619,07,30,06,19,1671,Grazer Damm,Schön,12157
16102,07300619,07,30,06,19,6985,Grazer Platz,Schön,12157
16104,07501133,07,50,11,33,1676,Greinerstraße,Mardf,12107
16106,07601339,07,60,13,39,1677,Greizer Straße,Marfe,12279
16108,07601546,07,60,15,46,1683,Grenzweg,Lirad,12307
16110,07601237,07,60,12,37,1686,Greulichstraße,Marfe,12277
16112,07400823,07,40,08,23,1687,Greveweg,Temph,12103
16114,07601443,07,60,14,43,1689,Griembergweg,Lirad,12305
16116,07601237,07,60,12,37,1691,Grillostraße,Marfe,12277
16118,07501135,07,50,11,35,1695,Grimmingweg,Mardf,12107
16120,07601442,07,60,14,42,1697,Grimmstraße,Lirad,12305
16122,07501029,07,50,10,29,1710,Großbeerenstraße,Mardf,12107
16123,07501133,07,50,11,33,1710,Großbeerenstraße,Mardf,12107
16125,07501133,07,50,11,33,1710,Großbeerenstraße,Mardf,12277
16127,07601238,07,60,12,38,1710,Großbeerenstraße,Marfe,12277
16128,07100206,07,10,02,06,1718,Großgörschenstraße,Schön,10827
16130,07100206,07,10,02,06,1718,Großgörschenstraße,Schön,10829
16134,07601545,07,60,15,45,1721,Groß-Ziethener Straße,Lirad,12309
16135,07100204,07,10,02,04,1737,Grunewaldstraße,Schön,10823
16137,07200307,07,20,03,07,1737,Grunewaldstraße,Schön,10825
16139,07200409,07,20,04,09,1737,Grunewaldstraße,Schön,10823
16141,07501134,07,50,11,34,1733,Grüntenstraße,Mardf,12107
16143,07501134,07,50,11,34,1733,Grüntenstraße,Mardf,12109
16146,07200308,07,20,03,08,1753,Gustav-Freytag-Straße,Schön,10827
16148,07200413,07,20,04,13,6987,Gustav-Müller-Platz,Schön,10829
16150,07200413,07,20,04,13,1756,Gustav-Müller-Straße,Schön,10829
16152,07200308,07,20,03,08,1763,Gutzkowstraße,Schön,10827
16154,07400928,07,40,09,28,1771,Haberechtstraße,Temph,12099
16156,07200307,07,20,03,07,6803,Haberlandstraße,Schön,10779
16158,07100102,07,10,01,02,1776,Habsburgerstraße,Schön,10781
16160,07300516,07,30,05,16,1778,Hackerstraße,Fried,12161
16162,06100103,06,10,01,03,1778,Hackerstraße,Stegl,12163
16166,07601544,07,60,15,44,1787,Haeselerstraße,Lirad,12307
16167,07300517,07,30,05,17,1783,Hähnelstraße,Fried,12159
16169,07601442,07,60,14,42,1803,Halker Zeile,Lirad,12305
16171,07300517,07,30,05,17,1819,Handjerystraße,Fried,12159
16173,07300516,07,30,05,16,1819,Handjerystraße,Fried,12161
16177,07601236,07,60,12,36,1821,Hanielweg,Marfe,12277
16179,06200317,06,20,03,17,1821,Hanielweg,Lankw,12277
16181,07601545,07,60,15,45,1824,Hanowsteig,Lirad,12309
16183,07601443,07,60,14,43,1832,Happestraße,Lirad,12305
16184,07400826,07,40,08,26,1837,Harkortstraße,Schön,12105
16186,07400928,07,40,09,28,1856,Hattenheimer Straße,Temph,12099
16188,07200409,07,20,04,09,1861,Hauptstraße,Schön,10827
16190,07200308,07,20,03,08,1861,Hauptstraße,Schön,10827
16192,07300517,07,30,05,17,1861,Hauptstraße,Fried,10827
16193,07300517,07,30,05,17,1861,Hauptstraße,Fried,12159
16195,07300618,07,30,06,18,1861,Hauptstraße,Fried,12159
16197,07300618,07,30,06,18,1861,Hauptstraße,Schön,12159
16201,07200410,07,20,04,10,1861,Hauptstraße,Schön,10827
16203,07200411,07,20,04,11,1861,Hauptstraße,Schön,10827
16205,07100206,07,10,02,06,1861,Hauptstraße,Schön,10827
16207,07501134,07,50,11,34,1864,Hausstockweg,Mardf,12107
16209,07200412,07,20,04,12,9329,Hedwig-Dohm-Straße,Schön,10829
16210,07300618,07,30,06,18,1882,Hedwigstraße,Fried,12159
16212,07300618,07,30,06,18,1882,Hedwigstraße,Schön,12159
16216,07200307,07,20,03,07,1899,Heilbronner Straße,Schön,10779
16218,07601442,07,60,14,42,1913,Heinitzweg,Lirad,12305
16220,07200411,07,20,04,11,1927,Helmstraße,Schön,10827
16222,07601544,07,60,15,44,5350,Hendonstraße,Lirad,12305
16224,07200410,07,20,04,10,1945,Herbertstraße,Schön,10827
16226,07601341,07,60,13,41,1951,Hermannstadter Weg,Marfe,12279
16228,07601341,07,60,13,41,1956,Hermeroder Weg,Marfe,12277
16230,07300516,07,30,05,16,1973,Hertelstraße,Fried,12161
16231,07601546,07,60,15,46,2139,Illigstraße,Lirad,12307
16233,07300618,07,30,06,18,2140,Illstraße,Fried,12161
16235,07501031,07,50,10,31,2141,Illzacher Weg,Mardf,12109
16237,07601545,07,60,15,45,5487,Im Domstift,Lirad,12309
16239,07601442,07,60,14,42,5688,Im Eck,Lirad,12305
16241,07501134,07,50,11,34,8509,Im Lesachtal,Mardf,12107
16243,07501029,07,50,10,29,10992,Im Marienpark,Mardf,12107
16245,07501029,07,50,10,29,10992,Im Marienpark,Mardf,12105
16246,07501032,07,50,10,32,2151,Imbrosweg,Mardf,12109
16248,07601341,07,60,13,41,16940,Imhoffweg,Marfe,12307
16250,07400822,07,40,08,22,11197,In den Alboingärten,Schön,12103
16251,07400927,07,40,09,27,2187,Industriestraße,Temph,12099
16253,07400826,07,40,08,26,2188,Ingostraße,Temph,12105
16255,07501032,07,50,10,32,11347,Ingrid-Rabe-Straße,Mardf,12109
16257,07200308,07,20,03,08,7018,Innsbrucker Platz,Schön,10827
16259,07200307,07,20,03,07,2190,Innsbrucker Straße,Schön,10825
16261,07200308,07,20,03,08,2190,Innsbrucker Straße,Schön,10825
16265,07601237,07,60,12,37,2196,Intzestraße,Marfe,12277
16267,07300517,07,30,05,17,2205,Isoldestraße,Fried,12159
16269,07601442,07,60,14,42,2232,Jean-Paul-Weg,Lirad,12305
16271,07601544,07,60,15,44,5346,John-Locke-Straße,Lirad,12305
16273,07601237,07,60,12,37,2287,Kaiserallee,Marfe,12277
16275,07601236,07,60,12,36,2287,Kaiserallee,Marfe,12277
16277,07400927,07,40,09,27,2290,Kaiserin-Augusta-Straße,Temph,12099
16279,07400824,07,40,08,24,2290,Kaiserin-Augusta-Straße,Temph,12103
16280,07400823,07,40,08,23,2290,Kaiserin-Augusta-Straße,Temph,12103
16282,07400825,07,40,08,25,2290,Kaiserin-Augusta-Straße,Temph,12103
16286,07400720,07,40,07,20,2292,Kaiserkorso,Temph,12101
16288,07501029,07,50,10,29,2296,Kaiserstraße,Mardf,12105
16290,07501030,07,50,10,30,2296,Kaiserstraße,Mardf,12105
16294,07100102,07,10,01,02,2300,Kalckreuthstraße,Schön,10777
16296,07601443,07,60,14,43,2305,Kambergstraße,Lirad,12305
16298,07400721,07,40,07,21,2323,Kanzlerweg,Temph,12101
16300,07100102,07,10,01,02,10866,Karl-Heinrich-Ulrichs-Straße,Schön,10787
16301,07100103,07,10,01,03,10866,Karl-Heinrich-Ulrichs-Straße,Schön,10787
16302,01100103,01,10,01,03,10866,Karl-Heinrich-Ulrichs-Straße,Tierg,10785
16304,07100204,07,10,02,04,2333,Karl-Schrader-Straße,Schön,10781
16306,07601546,07,60,15,46,2337,Karlstraße,Lirad,12307
16308,07200308,07,20,03,08,2280,Kärntener Straße,Schön,10827
16310,07300619,07,30,06,19,2280,Kärntener Straße,Schön,10827
16314,07100206,07,10,02,06,2355,Katzlerstraße,Schön,10829
16316,07300619,07,30,06,19,2360,Kauschstraße,Schön,12157
16318,07100101,07,10,01,01,2365,Keithstraße,Schön,10787
16319,07601547,07,60,15,47,2366,Keithstraße,Lirad,12307
16322,01100101,01,10,01,01,2365,Keithstraße,Tierg,10787
16324,07200414,07,20,04,14,2379,Kesselsdorfstraße,Schön,10829
16325,07601547,07,60,15,47,2380,Kesselstraße,Lirad,12307
16327,07601341,07,60,13,41,2602,Kronstadter Weg,Marfe,12279
16329,07601443,07,60,14,43,2603,Krontalstraße,Lirad,12309
16331,07601443,07,60,14,43,2603,Krontalstraße,Lirad,12305
16335,07501133,07,50,11,33,5443,Kruckenbergstraße,Mardf,12107
16337,07601546,07,60,15,46,2607,Krügerstraße,Lirad,12307
16339,07601442,07,60,14,42,2613,Krusauer Straße,Lirad,12305
16341,07601339,07,60,13,39,2614,Kruseweg,Marfe,12279
16343,07200307,07,20,03,07,6076,Kufsteiner Straße,Schön,10825
16344,04501153,04,50,11,53,6076,Kufsteiner Straße,Wilmd,10825
16345,07200308,07,20,03,08,6076,Kufsteiner Straße,Schön,10825
16346,07100205,07,10,02,05,2634,Kulmer Straße,Schön,10783
16348,07100206,07,10,02,06,2634,Kulmer Straße,Schön,10783
16351,07300517,07,30,05,17,2635,Kundrystraße,Fried,12159
16353,07400825,07,40,08,25,2636,Kunigundenstraße,Temph,12105
16355,01100104,01,10,01,04,2643,Kurfürstenstraße,Tierg,10785
16356,07501029,07,50,10,29,2645,Kurfürstenstraße,Mardf,12105
16359,01100103,01,10,01,03,2643,Kurfürstenstraße,Tierg,10785
16361,07501030,07,50,10,30,2645,Kurfürstenstraße,Mardf,12105
16363,01100101,01,10,01,01,2643,Kurfürstenstraße,Tierg,10787
16367,07100101,07,10,01,01,2643,Kurfürstenstraße,Schön,10787
16369,07100102,07,10,01,02,2643,Kurfürstenstraße,Schön,10785
16371,07100103,07,10,01,03,2643,Kurfürstenstraße,Schön,10785
16373,07100205,07,10,02,05,2643,Kurfürstenstraße,Schön,10785
16375,07100102,07,10,01,02,2890,Luitpoldstraße,Schön,10781
16377,07601442,07,60,14,42,2895,Lutherstraße,Lirad,12305
16379,07601547,07,60,15,47,2883,Lützowstraße,Lirad,12307
16381,07100103,07,10,01,03,2904,Maaßenstraße,Schön,10777
16382,07100102,07,10,01,02,2904,Maaßenstraße,Schön,10777
16383,07501030,07,50,10,30,2908,Machonstraße,Mardf,12105
16385,07601546,07,60,15,46,2913,Maffeistraße,Lirad,12307
16387,07400822,07,40,08,22,2914,Magirusstraße,Schön,12103
16389,07100102,07,10,01,02,2918,Maienstraße,Schön,10787
16391,07300515,07,30,05,15,2920,Mainauer Straße,Fried,12161
16393,06200311,06,20,03,11,2927,Malteserstraße,Lankw,12247
16395,06200311,06,20,03,11,2927,Malteserstraße,Lankw,12249
16396,06200316,06,20,03,16,2927,Malteserstraße,Lankw,12249
16397,06200315,06,20,03,15,2927,Malteserstraße,Lankw,12249
16398,06200317,06,20,03,17,2927,Malteserstraße,Lankw,12249
16400,07601236,07,60,12,36,2927,Malteserstraße,Marfe,12277
16402,07400720,07,40,07,20,2930,Manfred-von-Richthofen-Straße,Temph,12101
16404,07400721,07,40,07,21,2930,Manfred-von-Richthofen-Straße,Temph,12101
16406,07601236,07,60,12,36,2934,Manntzstraße,Marfe,12277
16408,07100206,07,10,02,06,2936,Mansteinstraße,Schön,10783
16410,07400823,07,40,08,23,2939,Manteuffelstraße,Temph,12103
16412,07400825,07,40,08,25,2939,Manteuffelstraße,Temph,12103
16414,07400824,07,40,08,24,2939,Manteuffelstraße,Temph,12103
16416,07501133,07,50,11,33,2945,Marconistraße,Mardf,12107
16418,07400927,07,40,09,27,2959,Mariendorfer Damm,Temph,12099
16419,07400825,07,40,08,25,2959,Mariendorfer Damm,Temph,12099
16420,07501031,07,50,10,31,2959,Mariendorfer Damm,Mardf,12109
16421,07501030,07,50,10,30,2959,Mariendorfer Damm,Mardf,12109
16422,07501134,07,50,11,34,2959,Mariendorfer Damm,Mardf,12107
16423,07501135,07,50,11,35,2959,Mariendorfer Damm,Mardf,12107
16424,08200831,08,20,08,31,2959,Mariendorfer Damm,Buckw,12107
16425,07601442,07,60,14,42,2959,Mariendorfer Damm,Lirad,12107
16426,07601237,07,60,12,37,2962,Marienfelder Allee,Marfe,12277
16427,07601236,07,60,12,36,2962,Marienfelder Allee,Marfe,12277
16428,07601236,07,60,12,36,2962,Marienfelder Allee,Marfe,12279
16429,07601237,07,60,12,37,2962,Marienfelder Allee,Marfe,12279
16430,07601341,07,60,13,41,2962,Marienfelder Allee,Marfe,12279
16431,07601340,07,60,13,40,2962,Marienfelder Allee,Marfe,12279
16433,07601545,07,60,15,45,2964,Marienfelder Straße,Lirad,12309
16435,07400826,07,40,08,26,2965,Marienhöher Weg,Temph,12105
16437,07501030,07,50,10,30,2974,Markgrafenstraße,Mardf,12105
16439,07501032,07,50,10,32,2981,Marmaraweg,Mardf,12109
16441,07100102,07,10,01,02,2991,Martin-Luther-Straße,Schön,10777
16442,07100101,07,10,01,01,2991,Martin-Luther-Straße,Schön,10777
16443,07100204,07,10,02,04,2991,Martin-Luther-Straße,Schön,10779
16444,07200307,07,20,03,07,2991,Martin-Luther-Straße,Schön,10779
16445,07200409,07,20,04,09,2991,Martin-Luther-Straße,Schön,10825
16446,07200307,07,20,03,07,2991,Martin-Luther-Straße,Schön,10825
16447,07200308,07,20,03,08,2991,Martin-Luther-Straße,Schön,10825
16449,07601238,07,60,12,38,2996,Martiusweg,Marfe,12277
16451,07300619,07,30,06,19,5657,Matthäifriedhofsweg,Schön,10829
16453,07601238,07,60,12,38,3016,Mauserstraße,Marfe,12277
16455,07601236,07,60,12,36,5327,Maximilian-Kaller-Straße,Marfe,12279
16457,02200208,02,20,02,08,3026,Mehringdamm,Kreuz,10961
16458,02200210,02,20,02,10,3026,Mehringdamm,Kreuz,10961
16459,02200211,02,20,02,11,3026,Mehringdamm,Kreuz,10961
16460,02200209,02,20,02,09,3026,Mehringdamm,Kreuz,10961
16461,02200211,02,20,02,11,3026,Mehringdamm,Kreuz,10965
16462,02200209,02,20,02,09,3026,Mehringdamm,Kreuz,10965
16463,07400721,07,40,07,21,3026,Mehringdamm,Temph,10965
16464,07200409,07,20,04,09,3032,Meininger Straße,Schön,10823
16466,07601341,07,60,13,41,3033,Meisdorfer Pfad,Marfe,12277
16468,07601544,07,60,15,44,3774,Mellener Straße,Lirad,12305
16470,07601544,07,60,15,44,3774,Mellener Straße,Lirad,12307
16471,07601547,07,60,15,47,3774,Mellener Straße,Lirad,12307
16473,07300619,07,30,06,19,3046,Menzelstraße,Schön,12157
16475,07200307,07,20,03,07,3048,Meraner Straße,Schön,10825
16477,07200308,07,20,03,08,3048,Meraner Straße,Schön,10825
16479,07200409,07,20,04,09,3056,Merseburger Straße,Schön,10823
16481,07601237,07,60,12,37,3062,Meßmerstraße,Marfe,12277
16483,07200308,07,20,03,08,3066,Mettestraße,Schön,10825
16484,07601546,07,60,15,46,16941,Miethepfad,Lirad,12307
16485,07601341,07,60,13,41,16941,Miethepfad,Marfe,12307
16487,07400720,07,40,07,20,3106,Mohnickesteig,Temph,12101
16489,07501031,07,50,10,31,3117,Monopolstraße,Mardf,12109
16491,07501030,07,50,10,30,3118,Monschauer Weg,Mardf,12105
16493,07200414,07,20,04,14,3120,Monumentenstraße,Schön,10829
16495,07200414,07,20,04,14,3120,Monumentenstraße,Schön,10965
16496,02200209,02,20,02,09,3120,Monumentenstraße,Kreuz,10965
16498,07100206,07,10,02,06,3120,Monumentenstraße,Schön,10829
16500,07501031,07,50,10,31,3127,Morsbronner Weg,Mardf,12109
16502,07300618,07,30,06,18,3130,Moselstraße,Fried,12159
16504,07601237,07,60,12,37,3134,Motzener Straße,Marfe,12277
16506,07601341,07,60,13,41,3134,Motzener Straße,Marfe,12277
16508,07601546,07,60,15,46,3134,Motzener Straße,Lirad,12277
16509,07100102,07,10,01,02,3133,Motzstraße,Schön,10777
16511,07100101,07,10,01,01,3133,Motzstraße,Schön,10777
16513,04501152,04,50,11,52,3133,Motzstraße,Wilmd,10779
16515,07601546,07,60,15,46,3136,Mozartstraße,Lirad,12307
16517,07100101,07,10,01,01,3149,Münchener Straße,Schön,10777
16518,07601548,07,60,15,48,3150,Münchener Straße,Lirad,12309
16520,07200307,07,20,03,07,3149,Münchener Straße,Schön,10779
16522,07200307,07,20,03,07,3149,Münchener Straße,Schön,10825
16528,06100204,06,10,02,04,3156,Munsterdamm,Stegl,12169
16530,07300619,07,30,06,19,3156,Munsterdamm,Schön,12169
16531,07400720,07,40,07,20,3162,Mussehlstraße,Temph,12101
16533,07501134,07,50,11,34,6052,Muttlerweg,Mardf,12107
16535,07400928,07,40,09,28,3168,Nackenheimer Weg,Temph,12099
16537,07601545,07,60,15,45,5108,Nahariyastraße,Lirad,12309
16539,07601341,07,60,13,41,5392,Nahmitzer Damm,Marfe,12277
16540,07601237,07,60,12,37,5392,Nahmitzer Damm,Marfe,12277
16541,07200414,07,20,04,14,3180,Naumannstraße,Schön,10829
16543,07200413,07,20,04,13,3180,Naumannstraße,Schön,10829
16545,07601442,07,60,14,42,3184,Neanderstraße,Lirad,12305
16547,07501134,07,50,11,34,3185,Nebelhornweg,Mardf,12107
16549,07601546,07,60,15,46,2929,Nespersteig,Lirad,12307
16551,07601442,07,60,14,42,3205,Neue Heimat,Lirad,12305
16553,07100206,07,10,02,06,3209,Neue Kulmer Straße,Schön,10827
16555,07100206,07,10,02,06,3212,Neue Steinmetzstraße,Schön,10827
16557,07400824,07,40,08,24,3215,Neue Straße,Temph,12103
16559,07300517,07,30,05,17,3240,Niedstraße,Fried,12159
16561,07601236,07,60,12,36,5508,Nikolaus-Bares-Weg,Marfe,12279
16563,07100102,07,10,01,02,7088,Nollendorfplatz,Schön,10777
16565,07100103,07,10,01,03,7088,Nollendorfplatz,Schön,10777
16567,07100103,07,10,01,03,3258,Nollendorfstraße,Schön,10783
16568,07100102,07,10,01,02,3258,Nollendorfstraße,Schön,10777
16572,07300619,07,30,06,19,3269,Nordmannzeile,Schön,12157
16574,07200307,07,20,03,07,3270,Nordsternstraße,Schön,10825
16576,07601442,07,60,14,42,5078,Norstedter Weg,Lirad,12305
16578,07601341,07,60,13,41,5359,Nunsdorfer Ring,Marfe,12277
16580,04501042,04,50,10,42,3274,Nürnberger Straße,Charl,10787
16581,07601548,07,60,15,48,3275,Nürnberger Straße,Lirad,12309
16584,04501042,04,50,10,42,3274,Nürnberger Straße,Charl,10789
16586,04501045,04,50,10,45,3274,Nürnberger Straße,Wilmd,10789
16588,04501045,04,50,10,45,3274,Nürnberger Straße,Wilmd,10777
16592,07100101,07,10,01,01,3274,Nürnberger Straße,Schön,10789
16594,07100101,07,10,01,01,3274,Nürnberger Straße,Schön,10787
16596,07601544,07,60,15,44,3278,Nuthestraße,Lirad,12307
16598,07200308,07,20,03,08,3279,Nymphenburger Straße,Schön,10825
16600,07400928,07,40,09,28,3287,Oberlandgarten,Temph,12099
16602,07400928,07,40,09,28,3288,Oberlandstraße,Temph,12099
16604,07400927,07,40,09,27,3288,Oberlandstraße,Temph,12099
16608,07300516,07,30,05,16,3292,Odenwaldstraße,Fried,12161
16610,07300515,07,30,05,15,3302,Offenbacher Straße,Fried,14197
16612,04400835,04,40,08,35,3302,Offenbacher Straße,Wilmd,14197
